Notice,Created,MinTradeSize,IsSponsored,BaseCurrencyLong,MarketName,IsActive,LogoUrl,MarketCurrencyLong,BaseCurrency,MarketCurrency
None,2017-05-10T07:27:27.597,46.56794263,None,Ethereum,ETH-HMQ,True,https://bittrexblobstorage.blob.core.windows.net/public/19d1aebe-d2e6-4a65-aa19-13c00214a4b1.png,Humaniq,ETH,HMQ
None,2017-05-17T19:54:30.143,2.42330248,None,Bitcoin,BTC-ANT,True,https://bittrexblobstorage.blob.core.windows.net/public/a092a872-2de3-4898-88c4-275aaf6caea2.png,Aragon,BTC,ANT
None,2017-05-19T15:55:11.28,30.16682253,None,Ethereum,ETH-TRST,True,https://bittrexblobstorage.blob.core.windows.net/public/4438712f-ac8b-4c75-8931-03a143af6834.png,Trustcoin,ETH,TRST
None,2017-05-19T15:55:11.293,4.60829493,None,Ethereum,ETH-ANT,True,https://bittrexblobstorage.blob.core.windows.net/public/a092a872-2de3-4898-88c4-275aaf6caea2.png,Aragon,ETH,ANT
None,2017-05-22T21:30:29.16,352.11267606,None,Bitcoin,BTC-SC,True,https://bittrexblobstorage.blob.core.windows.net/public/f39f5155-9c9a-4b67-9a8a-71477962683f.png,Siacoin,BTC,SC
None,2017-06-03T22:04:52.38,44.36950927,None,Ethereum,ETH-BAT,True,https://bittrexblobstorage.blob.core.windows.net/public/d6477923-f199-4985-aef4-744d7267ee66.png,Basic Attention Token,ETH,BAT
None,2017-06-03T22:04:53.82,22.96738631,None,Bitcoin,BTC-BAT,True,https://bittrexblobstorage.blob.core.windows.net/public/d6477923-f199-4985-aef4-744d7267ee66.png,Basic Attention Token,BTC,BAT
None,2017-06-05T16:39:49.07,0.16349326,None,Bitcoin,BTC-ZEN,True,https://bittrexblobstorage.blob.core.windows.net/public/ca8f3f53-9bb1-4571-9354-ce3bfc4e6c25.png,Zencash,BTC,ZEN
None,2017-06-06T01:22:35.727,11.49425287,None,Bitcoin,BTC-1ST,True,https://bittrexblobstorage.blob.core.windows.net/public/5685a7be-1edf-4ba0-a313-b5309bb204f8.png,FirstBlood,BTC,1ST
None,2017-06-10T00:01:39.293,4.3429167,None,Bitcoin,BTC-QRL,True,https://bittrexblobstorage.blob.core.windows.net/public/e9397d04-24ea-4576-b4d2-db27fe1bca14.png,Quantum Resistant Ledger,BTC,QRL
None,2017-06-11T17:33:06.127,21.27659574,None,Ethereum,ETH-1ST,True,https://bittrexblobstorage.blob.core.windows.net/public/5685a7be-1edf-4ba0-a313-b5309bb204f8.png,Firstblood,ETH,1ST
None,2017-06-11T17:33:06.14,8.37748969,None,Ethereum,ETH-QRL,True,https://bittrexblobstorage.blob.core.windows.net/public/e9397d04-24ea-4576-b4d2-db27fe1bca14.png,Quantum Resistant Ledger,ETH,QRL
None,2017-06-13T19:40:35.203,17.24137931,None,Bitcoin,BTC-CRB,True,https://bittrexblobstorage.blob.core.windows.net/public/254f5ca1-6648-4c8d-ac5d-2bae16e909bf.png,CreditBit,BTC,CRB
None,2017-06-13T19:40:35.217,30.92385002,None,Ethereum,ETH-CRB,True,https://bittrexblobstorage.blob.core.windows.net/public/254f5ca1-6648-4c8d-ac5d-2bae16e909bf.png,CreditBit,ETH,CRB
None,2017-06-17T15:02:02.783,12.47637287,None,Ethereum,ETH-LGD,True,https://bittrexblobstorage.blob.core.windows.net/public/fd91d001-0b05-4d3f-a863-4d7845e7b3f3.png,Legends,ETH,LGD
None,2017-06-18T17:04:24.1,15.86294416,None,Bitcoin,BTC-PTOY,True,https://bittrexblobstorage.blob.core.windows.net/public/ed225f90-059d-4390-aec1-42e83156bbb2.png,Patientory,BTC,PTOY
None,2017-06-18T17:04:24.147,30.01335594,None,Ethereum,ETH-PTOY,True,https://bittrexblobstorage.blob.core.windows.net/public/ed225f90-059d-4390-aec1-42e83156bbb2.png,Patientory,ETH,PTOY
None,2017-06-19T19:13:43.73,5.53097345,None,Bitcoin,BTC-MYST,True,https://bittrexblobstorage.blob.core.windows.net/public/4b14fac0-d56d-4141-8da6-326d2ab886c6.png,Mysterium,BTC,MYST
None,2017-06-19T19:13:43.743,10.69004223,None,Ethereum,ETH-MYST,True,https://bittrexblobstorage.blob.core.windows.net/public/4b14fac0-d56d-4141-8da6-326d2ab886c6.png,Mysterium,ETH,MYST
None,2017-06-19T19:59:14.78,41.7710944,None,Bitcoin,BTC-CFI,True,https://bittrexblobstorage.blob.core.windows.net/public/ddc4fc5b-1ca3-4ff0-ad55-ed50f1b175f1.png,Cofound.it,BTC,CFI
None,2017-06-19T19:59:14.89,78.52375344,None,Ethereum,ETH-CFI,True,https://bittrexblobstorage.blob.core.windows.net/public/ddc4fc5b-1ca3-4ff0-ad55-ed50f1b175f1.png,Cofound.it,ETH,CFI
None,2017-06-22T21:36:30.85,1.83089824,None,Bitcoin,BTC-BNT,True,https://bittrexblobstorage.blob.core.windows.net/public/a1aebad7-71ad-453c-9de7-25a59a3596d4.png,Bancor,BTC,BNT
None,2017-06-22T21:36:30.867,3.47369975,None,Ethereum,ETH-BNT,True,https://bittrexblobstorage.blob.core.windows.net/public/a1aebad7-71ad-453c-9de7-25a59a3596d4.png,Bancor,ETH,BNT
None,2017-06-22T21:58:57.657,0.30106879,None,Bitcoin,BTC-NMR,True,https://bittrexblobstorage.blob.core.windows.net/public/b3e860db-65a8-455c-a954-23439b96d390.png,Numeraire,BTC,NMR
None,2017-06-22T21:58:57.657,0.55354143,None,Ethereum,ETH-NMR,True,https://bittrexblobstorage.blob.core.windows.net/public/b3e860db-65a8-455c-a954-23439b96d390.png,Numeraire,ETH,NMR
None,2017-06-25T03:06:46.83,0.05037883,None,Ethereum,ETH-LTC,True,https://bittrexblobstorage.blob.core.windows.net/public/6defbc41-582d-47a6-bb2e-d0fa88663524.png,Litecoin,ETH,LTC
None,2017-06-25T03:07:09.677,12.65438348,None,Ethereum,ETH-XRP,True,https://bittrexblobstorage.blob.core.windows.net/public/8101e36e-bfce-48a9-a7a6-368b6e9452dd.png,Ripple,ETH,XRP
None,2017-06-28T18:26:15.73,48.4496124,None,Bitcoin,BTC-SNT,True,https://bittrexblobstorage.blob.core.windows.net/public/52f9dfc9-05ea-49ba-8597-4179bf0c6345.png,Status Network Token,BTC,SNT
None,2017-06-28T18:26:15.747,93.21401939,None,Ethereum,ETH-SNT,True,https://bittrexblobstorage.blob.core.windows.net/public/52f9dfc9-05ea-49ba-8597-4179bf0c6345.png,Status Network Token,ETH,SNT
None,2017-06-30T16:35:24.643,8.19672131,None,Bitcoin,BTC-DCT,True,https://bittrexblobstorage.blob.core.windows.net/public/986a5ad2-5231-44d2-8fb8-32ad629e2709.png,DECENT,BTC,DCT
None,2017-07-01T17:38:44.883,13.93534002,None,Bitcoin,BTC-XEL,True,https://bittrexblobstorage.blob.core.windows.net/public/13ffc393-5f0d-491f-9942-cd664c1f0459.png,Elastic,BTC,XEL
None,2017-07-02T00:37:16.957,0.51062092,None,Bitcoin,BTC-MCO,True,https://bittrexblobstorage.blob.core.windows.net/public/582b0dc7-5c04-4a2a-b450-c8488799cbd6.png,Monaco,BTC,MCO
None,2017-07-02T00:37:17.05,0.95238095,None,Ethereum,ETH-MCO,True,https://bittrexblobstorage.blob.core.windows.net/public/582b0dc7-5c04-4a2a-b450-c8488799cbd6.png,Monaco,ETH,MCO
None,2017-07-03T21:08:06.11,140.05602241,None,Bitcoin,BTC-ADT,True,https://bittrexblobstorage.blob.core.windows.net/public/7233857e-b6e0-4e91-a8f6-9e7e36152b1e.png,adToken,BTC,ADT
None,2017-07-03T21:08:06.22,250.06251563,None,Ethereum,ETH-ADT,True,https://bittrexblobstorage.blob.core.windows.net/public/7233857e-b6e0-4e91-a8f6-9e7e36152b1e.png,adToken,ETH,ADT
None,2017-07-04T18:45:47.13,142.04545455,None,Bitcoin,BTC-FUN,True,https://bittrexblobstorage.blob.core.windows.net/public/15870ba6-ec5a-4261-8ee2-15e005536a71.png,FunFair,BTC,FUN
None,2017-07-04T18:45:47.143,270.27027027,None,Ethereum,ETH-FUN,True,https://bittrexblobstorage.blob.core.windows.net/public/15870ba6-ec5a-4261-8ee2-15e005536a71.png,FunFair,ETH,FUN
None,2017-07-07T07:14:00.793,2.30096641,None,Bitcoin,BTC-PAY,True,https://bittrexblobstorage.blob.core.windows.net/public/c39a72fc-848e-4302-80c8-836a35c6ef99.png,TenX Pay Token,BTC,PAY
None,2017-07-07T07:14:00.873,4.43696077,None,Ethereum,ETH-PAY,True,https://bittrexblobstorage.blob.core.windows.net/public/c39a72fc-848e-4302-80c8-836a35c6ef99.png,TenX Pay Token,ETH,PAY
None,2017-07-08T14:59:57.34,0.83085462,None,Bitcoin,BTC-MTL,True,https://bittrexblobstorage.blob.core.windows.net/public/2a6c2ef0-7e54-489b-97f9-7e1c847500d5.png,Metal,BTC,MTL
None,2017-07-08T14:59:57.37,1.6,None,Ethereum,ETH-MTL,True,https://bittrexblobstorage.blob.core.windows.net/public/2a6c2ef0-7e54-489b-97f9-7e1c847500d5.png,Metal,ETH,MTL
None,2017-07-11T21:14:32.643,5.73065903,None,Bitcoin,BTC-STORJ,True,https://bittrexblobstorage.blob.core.windows.net/public/605a8ce1-3ac8-44f3-b342-73cb842a120e.png,Storj,BTC,STORJ
None,2017-07-11T21:14:32.643,11.11074075,None,Ethereum,ETH-STORJ,True,https://bittrexblobstorage.blob.core.windows.net/public/605a8ce1-3ac8-44f3-b342-73cb842a120e.png,Storj,ETH,STORJ
None,2017-07-11T22:42:17.78,4.12847824,None,Bitcoin,BTC-ADX,True,https://bittrexblobstorage.blob.core.windows.net/public/75fe532b-ba7f-483a-a377-4c2b56517224.png,AdEx,BTC,ADX
None,2017-07-11T22:42:17.78,7.56412487,None,Ethereum,ETH-ADX,True,https://bittrexblobstorage.blob.core.windows.net/public/75fe532b-ba7f-483a-a377-4c2b56517224.png,AdEx,ETH,ADX
None,2017-07-14T17:10:05.143,0.01127179,None,Ethereum,ETH-DASH,True,https://bittrexblobstorage.blob.core.windows.net/public/49993d38-d344-4197-b449-c50c3cc13d47.png,Dash,ETH,DASH
None,2017-07-14T17:10:07.74,660.93853272,None,Ethereum,ETH-SC,True,https://bittrexblobstorage.blob.core.windows.net/public/f39f5155-9c9a-4b67-9a8a-71477962683f.png,Siacoin,ETH,SC
None,2017-07-14T17:10:07.8,0.02524998,None,Ethereum,ETH-ZEC,True,https://bittrexblobstorage.blob.core.windows.net/public/db51f5f5-3728-4e12-b32f-ea3f4825038b.png,ZCash,ETH,ZEC
None,2017-07-14T17:10:10.673,0.01968504,None,Tether,USDT-ZEC,True,https://bittrexblobstorage.blob.core.windows.net/public/db51f5f5-3728-4e12-b32f-ea3f4825038b.png,ZCash,USDT,ZEC
None,2017-07-14T17:10:10.72,0.03965107,None,Tether,USDT-LTC,True,https://bittrexblobstorage.blob.core.windows.net/public/6defbc41-582d-47a6-bb2e-d0fa88663524.png,Litecoin,USDT,LTC
None,2017-07-14T17:10:10.72,0.34870203,None,Tether,USDT-ETC,True,https://bittrexblobstorage.blob.core.windows.net/public/efc96992-1993-4a91-84cf-c04fea919788.png,Ethereum Classic,USDT,ETC
None,2017-07-14T17:10:10.737,9.70873786,None,Tether,USDT-XRP,True,https://bittrexblobstorage.blob.core.windows.net/public/8101e36e-bfce-48a9-a7a6-368b6e9452dd.png,Ripple,USDT,XRP
None,2017-07-16T17:07:42.313,0.51064699,None,Bitcoin,BTC-OMG,True,https://bittrexblobstorage.blob.core.windows.net/public/67b5fabb-dc86-43ac-994c-86b84c331170.png,OmiseGO,BTC,OMG
None,2017-07-16T17:07:42.41,0.9714996,None,Ethereum,ETH-OMG,True,https://bittrexblobstorage.blob.core.windows.net/public/67b5fabb-dc86-43ac-994c-86b84c331170.png,OmiseGO,ETH,OMG
None,2017-07-16T23:04:18.867,12.47193814,None,Bitcoin,BTC-CVC,True,https://bittrexblobstorage.blob.core.windows.net/public/66dbf09a-ecfe-4638-b060-d7beeb2ea62e.png,Civic,BTC,CVC
None,2017-07-16T23:04:18.99,23.41810688,None,Ethereum,ETH-CVC,True,https://bittrexblobstorage.blob.core.windows.net/public/66dbf09a-ecfe-4638-b060-d7beeb2ea62e.png,Civic,ETH,CVC
None,2017-07-20T18:19:07.157,0.64018027,None,Bitcoin,BTC-PART,True,https://bittrexblobstorage.blob.core.windows.net/public/fd2ae528-15f2-430d-9917-d22027736fc3.png,Particl,BTC,PART
None,2017-07-20T19:08:43.473,0.16123311,False,Bitcoin,BTC-QTUM,True,https://bittrexblobstorage.blob.core.windows.net/public/d2722d80-adb4-4a3d-adac-a75e7d2edd51.png,Qtum,BTC,QTUM
None,2017-07-20T19:08:43.473,0.30238892,False,Ethereum,ETH-QTUM,True,https://bittrexblobstorage.blob.core.windows.net/public/d2722d80-adb4-4a3d-adac-a75e7d2edd51.png,Qtum,ETH,QTUM
None,2017-07-21T01:08:49.367,0.03933336,None,Ethereum,ETH-XMR,True,https://bittrexblobstorage.blob.core.windows.net/public/efcda24e-c6c3-4029-982c-15af2915fb08.png,Monero,ETH,XMR
None,2017-07-21T01:08:49.38,16.04080782,None,Ethereum,ETH-XEM,True,https://bittrex.com/Content/img/symbols/BTC.png,NewEconomyMovement,ETH,XEM
None,2017-07-21T01:08:49.38,60.06006006,None,Ethereum,ETH-XLM,True,https://bittrexblobstorage.blob.core.windows.net/public/c41db2ef-2635-4438-a1c1-0a680c8857e1.png,Lumen,ETH,XLM
None,2017-07-21T01:08:49.397,0.22542326,None,Ethereum,ETH-NEO,True,https://bittrexblobstorage.blob.core.windows.net/public/ed823972-8cfd-4f1f-a91d-f638ba20bf02.png,Neo,ETH,NEO
None,2017-07-21T01:08:49.397,0.03025688,None,Tether,USDT-XMR,True,https://bittrexblobstorage.blob.core.windows.net/public/efcda24e-c6c3-4029-982c-15af2915fb08.png,Monero,USDT,XMR
None,2017-07-21T01:08:49.413,0.00876424,None,Tether,USDT-DASH,True,https://bittrexblobstorage.blob.core.windows.net/public/49993d38-d344-4197-b449-c50c3cc13d47.png,Dash,USDT,DASH
None,2017-08-01T18:34:04.763,0.00508468,None,Ethereum,ETH-BCC,True,https://bittrex.com/Content/img/symbols/BTC.png,Bitcoin Cash,ETH,BCC
None,2017-08-01T18:34:04.873,0.00394477,None,Tether,USDT-BCC,True,https://bittrex.com/Content/img/symbols/BTC.png,Bitcoin Cash,USDT,BCC
None,2017-08-01T18:34:04.967,0.00268817,None,Bitcoin,BTC-BCC,True,https://bittrex.com/Content/img/symbols/BTC.png,Bitcoin Cash,BTC,BCC
None,2017-08-04T02:09:02.873,80.64516129,None,Bitcoin,BTC-DNT,True,https://i.imgur.com/qCKl8Mx.png,district0x,BTC,DNT
None,2017-08-04T02:09:02.887,157.158573,None,Ethereum,ETH-DNT,True,https://bittrex.com/Content/img/symbols/BTC.png,district0x,ETH,DNT
None,2017-08-04T16:58:43.087,0.17243181,None,Tether,USDT-NEO,True,https://bittrexblobstorage.blob.core.windows.net/public/ed823972-8cfd-4f1f-a91d-f638ba20bf02.png,Neo,USDT,NEO
None,2017-08-04T18:00:50.15,1.05005673,None,Ethereum,ETH-WAVES,True,https://bittrexblobstorage.blob.core.windows.net/public/50dddb89-d30b-4515-b91b-5842f9dbe1fd.png,Waves,ETH,WAVES
None,2017-08-04T18:01:27.713,1.31578861,None,Ethereum,ETH-STRAT,True,https://bittrexblobstorage.blob.core.windows.net/public/74083684-8817-4e0e-9107-7fcc129f4e73.png,Stratis,ETH,STRAT
None,2017-08-04T18:01:27.777,312.79324367,None,Ethereum,ETH-DGB,True,https://bittrexblobstorage.blob.core.windows.net/public/f71e4e1a-9249-47a0-b4d0-53afa08ccbc3.png,Digibyte,ETH,DGB
None,2017-08-04T18:01:27.853,0.4,None,Ethereum,ETH-FCT,True,https://bittrexblobstorage.blob.core.windows.net/public/2478893a-5e5d-469e-81bd-e351195858d9.png,Factom,ETH,FCT
None,2017-09-15T23:49:44.83,0.76220124,None,Tether,USDT-OMG,True,https://bittrex.com/Content/img/symbols/BTC.png,OmiseGo,USDT,OMG
None,2017-09-29T07:01:58.873,16.96640652,None,Bitcoin,BTC-ADA,True,https://bittrexblobstorage.blob.core.windows.net/public/0f3f4789-b356-4091-a006-3761ed41c8bd.png,Ada,BTC,ADA
None,2017-10-13T23:32:02.993,78.49293564,None,Bitcoin,BTC-MANA,True,https://bittrexblobstorage.blob.core.windows.net/public/76326b48-fe5a-45c3-8818-8d06d79c498f.png,Decentraland,BTC,MANA
None,2017-10-13T23:32:03.027,149.5215311,None,Ethereum,ETH-MANA,True,https://bittrexblobstorage.blob.core.windows.net/public/76326b48-fe5a-45c3-8818-8d06d79c498f.png,Decentraland,ETH,MANA
None,2017-10-16T17:32:48.777,0.78438755,None,Bitcoin,BTC-SALT,True,https://bittrexblobstorage.blob.core.windows.net/public/973ec311-98b4-483f-b0c1-7586c4d5601e.png,Salt,BTC,SALT
None,2017-10-16T17:32:48.84,1.48486367,None,Ethereum,ETH-SALT,True,https://bittrexblobstorage.blob.core.windows.net/public/973ec311-98b4-483f-b0c1-7586c4d5601e.png,Salt,ETH,SALT
None,2017-10-25T21:01:08.287,7.14285714,None,Bitcoin,BTC-TIX,True,https://bittrexblobstorage.blob.core.windows.net/public/6f96c101-30a6-4d22-88c2-fe0e2ae9ae1f.png,Blocktix,BTC,TIX
None,2017-10-25T21:01:08.287,13.38320809,None,Ethereum,ETH-TIX,True,https://bittrexblobstorage.blob.core.windows.net/public/6f96c101-30a6-4d22-88c2-fe0e2ae9ae1f.png,Blocktix,ETH,TIX
None,2017-11-07T07:59:10.913,37.99392097,None,Bitcoin,BTC-RCN,True,https://bittrexblobstorage.blob.core.windows.net/public/157a3e77-0b2d-4a71-a95a-4f6e4dd41a2d.png,Ripio Credit Network,BTC,RCN
None,2017-11-07T07:59:10.93,73.66482505,None,Ethereum,ETH-RCN,True,https://bittrexblobstorage.blob.core.windows.net/public/157a3e77-0b2d-4a71-a95a-4f6e4dd41a2d.png,Ripio Credit Network,ETH,RCN
None,2017-11-08T17:08:42.997,13.6425648,None,Bitcoin,BTC-VIB,True,https://bittrex.com/Content/img/symbols/BTC.png,Viberate,BTC,VIB
None,2017-11-08T17:08:43.01,26.104208,None,Ethereum,ETH-VIB,True,https://bittrex.com/Content/img/symbols/BTC.png,Viberate,ETH,VIB
None,2017-11-13T23:42:26.193,11.51543068,None,Bitcoin,BTC-MER,True,https://bittrexblobstorage.blob.core.windows.net/public/d20660ac-0938-43d8-bf35-11561736ef16.png,Mercury,BTC,MER
None,2017-11-14T00:31:01.76,7.81372089,None,Bitcoin,BTC-POWR,True,https://bittrexblobstorage.blob.core.windows.net/public/fd933f1f-be34-423d-ad4b-ddbdbaab763f.png,PowerLedger,BTC,POWR
None,2017-11-14T00:31:01.76,14.75045911,None,Ethereum,ETH-POWR,True,https://bittrexblobstorage.blob.core.windows.net/public/fd933f1f-be34-423d-ad4b-ddbdbaab763f.png,PowerLedger,ETH,POWR
None,2017-11-20T21:49:15.983,0.02555597,None,Bitcoin,BTC-BTG,True,https://bittrex.com/Content/img/symbols/BTC.png,Bitcoin Gold,BTC,BTG
None,2017-11-20T21:49:16,0.04761911,None,Ethereum,ETH-BTG,True,https://bittrex.com/Content/img/symbols/BTC.png,Bitcoin Gold,ETH,BTG
None,2017-11-21T19:17:29.543,0.03757986,None,Tether,USDT-BTG,True,https://bittrex.com/Content/img/symbols/BTC.png,Bitcoin Gold,USDT,BTG
None,2017-11-28T17:28:32.077,31.78033433,None,Ethereum,ETH-ADA,True,https://bittrex.com/Content/img/symbols/BTC.png,Ada,ETH,ADA
None,2017-11-29T23:57:48.243,6.76773146,None,Bitcoin,BTC-ENG,True,https://bittrexblobstorage.blob.core.windows.net/public/a7cb51db-1e6d-47f5-89b5-afbfc766b01b.png,Enigma,BTC,ENG
None,2017-11-29T23:57:48.26,13.06241877,None,Ethereum,ETH-ENG,True,https://bittrexblobstorage.blob.core.windows.net/public/a7cb51db-1e6d-47f5-89b5-afbfc766b01b.png,Enigma,ETH,ENG
